Product Name,PLU,UOM,Step,Rating,Rates Count,Price,Property Clarification,Weight,Nutrients Protein,Nutrients Fat,Nutrients Carbs,Nutrients Calories,Score
Колбаса Ремит Докторская вареная,3226339,кг,0.5,4.91,4330,,Цена за 100 г,500.0,12.0,20.0,0.0,228.0,5.33
Сервелат Баварушка филейбургский с копченой грудинкой варено-копченый 350г,4221987,шт,1.0,4.91,9393,349.99,350 г,350.0,14.0,22.0,0.0,250.0,7.0
Колбаса Идель Халяль говяжья полукопченая 500г,4116781,шт,1.0,4.88,9067,229.99,500 г,500.0,12.0,19.0,5.0,240.0,5.0
Колбаса Идель Кавказская Халяль полукопченая 400г,4353591,шт,1.0,4.92,6996,259.99,400 г,400.0,10.0,25.0,6.0,289.0,5.33
Колбаса Велком Телячья вареная 500г,3931387,шт,1.0,4.9,4125,429.99,500 г,500.0,13.0,20.0,0.0,230.0,7.0
Колбаса Рублевский Краковская полукопченая 350г,3631119,шт,1.0,4.88,4321,,350 г,350.0,14.0,45.0,0.0,461.0,2.33
Колбаса Велком Докторская вареная кусок 500г,3385812,шт,1.0,4.89,3349,,500 г,500.0,12.5,19.5,0.0,225.0,7.0
Сервелат Ближние Горки Гурман варено-копченый 500г,3654318,шт,1.0,4.88,4114,,500 г,500.0,14.0,30.0,0.0,326.0,6.33
Колбаса Ближние Горки Яичная ливерная 300г,3650519,шт,1.0,4.88,4742,,300 г,300.0,11.0,34.0,4.0,366.0,6.67
Колбаса Черкизово Свиная По-черкизовски сырокопченая 225г,4366392,шт,1.0,4.88,2857,,225 г,225.0,26.0,29.0,5.0,385.0,5.33
Колбаса Черкизово Сальчичон сырокопченая полусухая 300г,4268939,шт,1.0,4.9,5855,,300 г,300.0,17.0,34.0,1.0,366.0,5.33
Колбаса Вязанка Филейская со шпиком вареная 350г,4367048,шт,1.0,4.87,5794,169.99,350 г,350.0,11.0,17.0,0.0,200.0,6.0
Колбаса Останкино Салями Венская полукопченая 330г,4342913,шт,1.0,4.89,4784,,330 г,330.0,12.0,30.0,0.0,318.0,5.33
Колбаса Ближние Горки Новомосковская варено-копченая 350г,3504905,шт,1.0,4.88,3626,,350 г,350.0,14.0,23.0,0.0,263.0,6.67
Колбаса Папа может Охотничья сырокопченая полусухая 220г,4366969,шт,1.0,4.89,5062,179.99,220 г,220.0,21.0,48.0,0.0,516.0,7.0
Колбаса Рублевский Балыковая варено-копченая 300г,4336305,шт,1.0,4.87,3897,285.99,300 г,300.0,12.0,25.0,0.0,270.0,7.0
Колбаса Красная цена Домашняя полукопченая 300г,4332403,шт,1.0,4.88,12018,89.99,300 г,300.0,9.0,20.0,8.0,248.0,4.67
Колбаса Красная цена Классическая вареная 1кг,4198251,шт,1.0,4.88,13846,119.99,1 кг,1000.0,6.0,16.0,10.0,210.0,4.0
Салями Ближние Горки Итальянская сырокопченая 240г,4230860,шт,1.0,4.89,4478,,240 г,240.0,23.0,41.0,0.0,461.0,6.67
Сервелат варено-копченый Мясная Ферма 300г,4039999,шт,1.0,4.9,5196,208.99,300 г,300.0,10.0,27.0,0.0,283.0,6.0
Колбаса Рублевский Докторская вареная,78001451,кг,0.45,4.87,3358,,Цена за 100 г,450.0,12.0,20.0,0.0,228.0,5.33
Колбаса Красная цена Классическая вареная 350г,3647415,шт,1.0,4.84,10880,36.99,350 г,350.0,6.0,16.0,10.0,210.0,3.0
Колбаса Идель Мусульманская вареная,4298318,кг,1.2,4.93,5412,31.89,Цена за 100 г,1200.0,10.0,15.0,6.0,199.0,6.33
Колбаса Велком Языковая вареная 500г,3385815,шт,1.0,4.89,2702,479.99,500 г,500.0,14.0,17.0,0.0,210.0,5.67
Колбаса  Рублевский МК Зернистая полусухая сырокопченая,4038642,кг,0.3,4.86,4275,,Цена за 100 г,300.0,9.0,66.0,0.0,630.0,4.33
Колбаса Рублевский Молочная вареная 400г,4338321,шт,1.0,4.84,2083,,400 г,400.0,11.0,22.0,0.0,240.0,6.0
Колбаса МД Бородина Докторская вареная,89612,кг,1.0,4.87,2496,58.29,Цена за 100 г,1000.0,12.0,20.0,0.0,228.0,5.33
Колбаса Рублевский Брауншвейгская сырокопченая,4263527,кг,0.25,4.85,2698,,Цена за 100 г,250.0,15.0,53.0,0.0,540.0,7.0
Салями Клинский Венская сырокопченая 300г,3620876,шт,1.0,4.85,2684,332.99,300 г,300.0,24.0,40.0,0.0,460.0,6.67
Колбаса Черкизово ливерная с печенью вареная 400г,4126129,шт,1.0,4.88,3933,,400 г,400.0,10.0,21.0,12.0,277.0,6.33
Салями Solemici С Трюфелем Черный Принц сыровяленая полусухая 110г,4263500,шт,1.0,4.86,1429,,110 г,110.0,21.0,42.0,2.0,470.0,7.33
Колбаса Casademont Fuet Extra сыровяленая 150г,3437861,шт,1.0,4.9,1935,,150 г,150.0,25.0,32.0,0.0,388.0,6.33
Колбаса Черный кабан Коньячная сырокопченая полусухая 210г,4182670,шт,1.0,4.84,1744,,210 г,210.0,26.0,38.0,0.0,450.0,6.33
Колбаса Останкино Праздничная сырокопченая,3650319,кг,0.6,4.87,1604,,Цена за 100 г,600.0,13.0,68.0,0.0,664.0,4.0
Салями Окраина Немецкая сырокопченая,3617230,кг,0.3,4.9,1867,,Цена за 100 г,300.0,24.0,35.0,0.0,411.0,6.67
Колбаса Мираторг Салями сырокопченая полусухая 300г,4366358,шт,1.0,4.72,149,269.99,300 г,300.0,10.0,55.0,0.0,535.0,4.0
Колбаса Ближние Горки Докторская варёная,3035251,кг,1.0,4.94,57,89.99,Цена за 100 г,1000.0,12.0,14.0,0.0,174.0,4.67
Колбаса Мясной дом Бородина Краковская полукопченая 400г,25707,шт,1.0,4.85,309,,400 г,400.0,16.0,27.0,0.0,307.0,5.0
Сосиски Вкус & Польза Детские из мяса птицы 180г,4381440,шт,1.0,4.71,14,299.99,180 г,180.0,19.0,12.0,2.0,190.0,7.0
Ветчина Империя вкуса из индейки 400г,2072717,шт,1.0,4.89,11217,,400 г,400.0,9.0,3.0,5.0,83.0,5.0
Ветчина Вязанка Филейская вареная 450г,4277252,шт,1.0,4.91,9314,,450 г,450.0,12.0,14.0,0.0,170.0,5.67
Ветчина Рублевский Для завтрака из свинины вареная 300г,4363963,шт,1.0,4.87,3891,362.99,300 г,300.0,12.0,15.0,0.0,183.0,5.67
Ветчина Папа может Классическая мясосодержащая 350г,4378462,шт,1.0,4.85,882,139.99,350 г,350.0,9.0,11.0,3.0,147.0,6.0
Ветчина Красная Цена из индейки 400г,3640587,шт,1.0,4.79,4912,99.99,400 г,400.0,10.0,11.0,7.0,167.0,5.0
Ветчина Знаменский варёная 300г,4067994,шт,1.0,4.85,1492,,300 г,300.0,18.0,3.0,3.0,110.0,5.67
Сосиски Вязанка Сливушки 330г,4081069,шт,1.0,4.92,27491,,330 г,330.0,11.5,25.0,0.0,271.0,6.0
Сосиски Папа Может сочные 600г,3465555,шт,1.0,4.92,33925,,600 г,600.0,9.0,18.0,0.0,198.0,6.33
Сосиски Папа может Молочные вареные 410г,4329781,шт,1.0,4.92,20959,149.99,410 г,410.0,8.0,14.0,3.0,170.0,6.0
Сосиски Вязанка молочные 450г,3633778,шт,1.0,4.92,16457,309.99,450 г,450.0,11.0,16.0,0.0,188.0,5.0
Сосиски Клинский Молочные ГОСТ 470г,4175216,шт,1.0,4.92,8467,,470 г,470.0,13.0,20.0,0.0,225.0,7.0
Сосиски Ядрена копоть с сыром из мяса цыплят вареные 300г,4367046,шт,1.0,4.9,14355,139.99,300 г,300.0,11.0,14.0,0.0,170.0,6.33
Сосиски Клинский Венские 470г,3460864,шт,1.0,4.91,7822,359.99,470 г,470.0,13.0,26.0,0.0,290.0,5.0
Сосиски Ближние горки молочные 450г,3416253,шт,1.0,4.9,8734,219.99,450 г,450.0,12.0,22.0,0.0,246.0,6.0
Сосиски ИндиЛайт Грандос вареные из мяса индейки 440г,4169220,шт,1.0,4.91,5450,,440 г,440.0,10.0,22.0,0.0,240.0,6.67
Сосиски Мясницкий Ряд вареные сливочные охлажденные 420г,4045149,шт,1.0,4.87,4357,,420 г,420.0,11.0,13.0,0.0,160.0,6.67
Сосиски Мясная ферма Баварские вареные 370г,4269691,шт,1.0,4.87,5503,,370 г,370.0,12.0,28.0,2.0,308.0,5.67
Сосиски Ближние горки вареные с сыром 450г,3489558,шт,1.0,4.83,2055,,450 г,450.0,11.0,30.0,0.0,314.0,7.0
Сосиски Ближние Горки Баварские вареные 450г,4214042,шт,1.0,4.87,3087,,450 г,450.0,11.0,27.0,0.0,287.0,6.0
Сосиски МД Бородина молочные 480г,3451122,шт,1.0,4.87,1640,,480 г,480.0,13.0,20.0,0.0,232.0,6.0
Биточек из индейки с гречкой Пятерочка Кафе 250г,4376968,шт,1.0,5.0,22,169.99,250 г,250.0,8.2,1.2,15.5,110.0,8.0
Зелень Global Village Укроп и петрушка 50г,4265925,шт,1.0,4.89,5534,69.99,50 г,50.0,0.0,0.0,0.0,0.0,9.67
Сыр Вкус & Польза Пармезан молодой фасованный 40% БЗМЖ,4357518,кг,0.3,4.79,1764,,Цена за 100 г,300.0,31.7,25.7,0.0,358.0,7.67
Сыр Ларец с грецкими орехами 45% БЗМЖ 245г,4352842,шт,1.0,4.92,3478,,245 г,245.0,25.8,27.8,0.0,350.0,7.67
Сыр плавленый Liebendorf с ветчиной 55% БЗМЖ 400г,4225901,шт,1.0,4.91,5664,,400 г,400.0,8.5,25.0,6.0,285.0,7.67
Сыр Hochland С зеленью творожный 60% БЗМЖ 220г,3467390,шт,1.0,4.94,6110,,220 г,220.0,6.1,21.1,3.7,229.0,6.67
Сыр творожный Almette с зеленью 60% БЗМЖ 150г,16402,шт,1.0,4.93,3918,185.99,150 г,150.0,6.3,26.3,3.2,275.0,7.0
Сыр Савушкин Воздушный сливочный творожный 60% БЗМЖ 150г,4087187,шт,1.0,4.92,3869,,150 г,150.0,6.0,20.0,3.0,216.0,8.0
Сыр творожный Hochland овощи-гриль 60% БЗМЖ 140г,4331945,шт,1.0,4.9,3983,154.99,140 г,140.0,6.1,21.6,4.1,235.0,8.0
Сыр Vitalat Бри мягкий с белой плесенью 60% БЗМЖ 100г,4319937,шт,1.0,4.9,2756,207.99,100 г,100.0,14.0,28.0,0.0,310.0,7.0
Сыр President Камамбер мягкий с белой плесенью 45% БЗМЖ 125г,3918445,шт,1.0,4.89,1571,357.99,125 г,125.0,17.0,19.5,0.0,244.0,7.67
Тушка цыпленка охлажденная,3153446,кг,2.0,4.91,145753,179.99,Цена за 1 кг,2000.0,16.0,14.0,0.0,190.0,7.67
Голень цыпленка Петелинка охлажденная,2073281,кг,1.0,4.91,11854,,Цена за 1 кг,1000.0,19.0,14.0,0.0,200.0,7.67
Стейк Индилайт из грудки индейки охлажденный 525г,3662143,шт,1.0,4.91,9992,406.99,525 г,525.0,20.0,2.5,0.0,100.0,8.0
Азу из индейки Рестория 500г,4072852,шт,1.0,4.91,9982,285.99,500 г,500.0,20.0,2.5,0.0,100.0,8.0
Филе бедра индейки Индилайт охлажденное 410г,3673236,шт,1.0,4.88,4855,318.99,410 г,410.0,16.0,9.0,0.0,150.0,7.67
Грудка куриная Первая Свежесть без кожи,2160026,кг,1.0,4.9,8681,279.99,Цена за 1 кг,1000.0,19.0,9.0,0.0,157.0,8.0
Медальон из индейки Индилайт 500г,3675942,шт,1.0,4.91,4741,362.99,500 г,500.0,20.0,2.5,0.0,130.0,8.0
Фарш Пава-Пава Нежный из мяса индейки охлажденный 450г,4267624,шт,1.0,4.69,4260,186.99,450 г,450.0,20.0,7.5,0.1,150.0,8.67
Филе индейки Рестория малое 500г,4243048,шт,1.0,4.9,4160,362.99,500 г,500.0,20.0,2.5,0.0,100.0,8.33
Мясо куриное Первая Свежесть на косточке охлажденное,2160063,кг,0.8,4.9,4486,349.99,Цена за 1 кг,800.0,17.0,12.0,0.0,180.0,8.67
Фарш цыплёнка Наша птичка Домашний охлажденный 400г,4261929,шт,1.0,4.81,4217,119.99,400 г,400.0,16.0,18.0,0.0,240.0,6.33
Мясо голени Пава-пава индейки охлажденное 450г,4267626,шт,1.0,4.81,1901,318.99,450 г,450.0,20.0,1.5,0.0,90.0,8.33
Мякоть Пава-Пава индейки охлажденная 450г,4287362,шт,1.0,4.76,1257,329.99,450 г,450.0,21.0,1.0,0.0,90.0,7.67
Стейк Пава-Пава Пряный из мяса индеек с горчицей и паприкой в маринаде охлажденный 450г,4347204,шт,1.0,4.79,1001,395.99,450 г,450.0,20.0,1.0,3.0,100.0,8.0
Котлеты Только! Классические из индейки охлажденные 450г,4365171,шт,1.0,4.76,2168,152.99,450 г,450.0,8.0,18.0,12.0,210.0,7.0
Голень Рококо Цыпленка табака охлажденная 900г,4269090,шт,1.0,4.69,330,,900 г,900.0,16.0,8.0,1.0,140.0,6.67
Фарш Черкизово Легкий 400г,4267202,шт,1.0,4.86,4332,,400 г,400.0,19.0,10.0,0.0,166.0,7.67
Котлеты Слово Мясника Сливочные 360г,4311273,шт,1.0,4.87,5817,,360 г,360.0,12.0,35.0,0.0,360.0,8.0
Котлеты Рестория Домашние куриные охлажденные 440г,4135837,шт,1.0,4.78,4527,139.99,440 г,440.0,13.0,9.0,11.0,258.0,7.0
Ребрышки свиные Слово Мясника в ягодном маринаде,4311343,кг,1.0,4.84,2455,,Цена за 1 кг,1000.0,8.0,50.0,0.0,480.0,7.0
Карбонад Рестория из свинины в маринаде,4323867,кг,1.2,4.87,4631,489.99,Цена за 1 кг,1200.0,12.0,20.0,0.0,228.0,6.67
Бекон Мясная Ферма сырокопченый 150г,4309424,шт,1.0,4.9,11625,172.99,150 г,150.0,13.0,40.0,0.0,412.0,6.0
Грудинка Ремит Домашняя копчёно-вареная нарезка 150г,3289758,шт,1.0,4.92,4338,164.99,150 г,150.0,13.0,33.0,0.0,350.0,8.0
Колбаса Останкино Пресижн сырокопченая 250г,3440967,шт,1.0,4.87,9188,,250 г,250.0,20.0,46.0,0.0,494.0,4.0
Сервелат Папа может Зернистый 350г,4135604,шт,1.0,4.93,26898,159.99,350 г,350.0,12.0,24.0,0.0,264.0,6.67
Колбаса Черкизово Варшавская полукопченая 350г,4294889,шт,1.0,4.87,7696,142.99,350 г,350.0,15.0,27.0,10.0,343.0,2.67
Колбаса Красная Цена Ароматная сырокопченая 300г,4131667,шт,1.0,4.86,5657,149.99,300 г,300.0,24.0,30.0,0.0,366.0,5.33
Сосиски Мираторг Оригинальные охлажденные 350г,4293350,шт,1.0,4.76,1416,159.99,350 г,350.0,6.0,45.0,0.0,429.0,7.33
Сардельки Клинский МК Чешские вареные 450г,4198694,шт,1.0,4.85,1163,,450 г,450.0,12.0,18.0,0.0,210.0,5.33
Сардельки Рублевский Докторские вареные 400г,4125461,шт,1.0,4.83,1670,,400 г,400.0,10.0,13.0,0.0,160.0,5.33
Сосиски Вкус & Польза из грудки индейки и говядины вареные 240г,4360955,шт,1.0,4.66,603,357.99,240 г,240.0,14.0,13.0,0.0,290.0,7.67
Сосиски Черкизово Филейные с куриной грудкой вареные 270г,4344479,шт,1.0,4.84,543,199.99,270 г,270.0,12.0,14.0,5.0,190.0,5.67
Сосиски Велком Молочные вареные 300г,4371689,шт,1.0,4.92,52,259.99,300 г,300.0,12.0,21.0,0.0,240.0,6.67
Сардельки Ремит телячьи вареные 460г,4137249,шт,1.0,4.83,718,,460 г,460.0,11.0,14.0,2.0,180.0,5.0
Сосиски Окраина с натуральным молоком охлажденные 420г,3635837,шт,1.0,4.86,124,299.99,420 г,420.0,10.0,31.0,0.0,319.0,7.0
Колбаски МД Бородина Крошка нямми вареные 240г,99657,шт,1.0,4.71,409,179.99,240 г,240.0,13.0,13.0,0.0,169.0,8.0
Мясной продукт Мясо так мясо Слайсы классические из свинины сыровяленые 50г,4207148,шт,1.0,4.88,11570,,50 г,50.0,45.0,20.0,0.0,360.0,8.0
Сало Мясная ферма Белорусское,4055071,кг,0.4,4.87,13325,85.79,Цена за 100 г,400.0,8.0,47.0,0.0,460.0,5.67
Грудинка Останкино Премиум из свинины копчено-вареная 300г,4356314,шт,1.0,4.92,7464,263.99,300 г,300.0,11.0,27.0,0.0,233.0,6.33
Карбонад Мясная Ферма из свинины копчено-вареный 300г,4327390,шт,1.0,4.9,5835,239.99,300 г,300.0,12.0,18.0,0.0,210.0,5.33
Ребра свиные Мясная Ферма копчено-вареные,4086769,кг,0.6,4.89,8065,60.49,Цена за 100 г,600.0,9.0,33.0,0.0,330.0,6.67
Крылышки куриные Коптильный двор в/к,3386210,кг,0.6,4.86,6658,58.29,Цена за 100 г,600.0,12.0,14.0,0.0,170.0,4.0
Сало Золотой Кабанчик По-деревенски соленое,4060921,кг,0.22,4.83,5019,87.99,Цена за 100 г,220.0,1.0,95.0,0.0,859.0,6.0
Филе грудки куриной Вкус & Польза с прованскими травами запеченное 182г,4357529,шт,1.0,4.84,616,274.99,182 г,182.0,24.4,1.8,0.0,114.0,6.67
Рулет Мясная ферма Куриный c чесноком запеченный,4364724,кг,0.4,4.9,71,629.99,Цена за 1 кг,400.0,16.0,15.0,3.0,210.0,7.0
